n_agree,n_ans,n_article,n_ask,n_collection,n_editlog,n_followee,n_follower,n_thanks,n_topic,answerer_id
0,0,0,0,5,0,2,1,0,7,alvinhwang
0,7,0,0,0,0,4,0,1,27,alvinlee-4
0,0,0,0,2,0,0,0,0,22,alvintin
26,22,0,11,0,16,7,2,11,1,alvis
11,29,0,0,3,0,72,44,7,17,alwa
3,3,0,0,4,0,8,3,2,1,always
17,13,0,5,1,1,25,18,6,8,alwaysLA
7,3,0,0,0,2,17,22,0,17,alwaystsubasa
1,1,0,0,0,0,3,2,0,3,alwayz
8,5,0,2,0,0,59,27,3,58,alwen
0,4,0,1,0,0,322,50,0,26,alysa
3,37,0,4,0,1,18,28,5,12,alysa87
0,2,0,0,0,0,26,3,0,3,alysjia
1,1,0,1,4,0,15,25,1,1,alyxiong
1174,35,0,5,50,7,174,575,403,29,amadeuzou
50,28,0,8,1,18,7,7,15,20,amaf
0,2,0,0,0,1,106,6,0,21,amai
22,6,0,0,0,0,63,60,2,1,amakuramio
0,1,0,0,0,0,15,2,0,6,amala
305,18,0,0,2,0,42,580,89,16,amanda-li
1,10,0,3,1,5,26,14,1,14,amandaaa
0,0,0,0,0,0,0,0,0,42,amanoai
0,3,0,0,2,0,2,4,1,17,amanysky
14,16,0,5,0,8,19,17,6,2,amaozhao
2,1,0,0,0,0,3,2,1,12,amapig.com
3,10,0,3,5,3,0,5,3,1,amarillo
103,5,0,0,0,1,62,62,24,0,amarly
0,1,0,0,0,0,9,3,1,0,amax
8,18,0,11,0,8,27,35,3,5,amay
21,18,0,15,2,115,29,12,6,12,amayo0610
15,14,0,2,0,0,12,22,9,1,amazingwoo
2851,131,3,3,29,86,139,1536,901,223,ambar
6,2,0,0,0,9,29,6,1,40,amber-56
36,4,0,2,0,0,14,8,7,0,amber-chu
992,6,0,0,6,0,49,170,312,22,amber-clover
95,21,0,6,1,12,126,147,29,5,amber.
1931,70,0,18,0,19,22,1521,356,15,Amber
180,7,0,13,0,12,9,89,48,18,amber0105
0,1,0,0,0,0,4,4,0,6,ambercai
24,1,0,2,0,8,45,21,4,1,AmberIct
54,13,0,8,1,18,99,34,15,3,AmberL
0,0,0,0,0,0,21,4,0,22,amberliu
2,2,0,1,1,1,15,5,2,1,ambersummer
12,6,0,2,0,12,4,22,7,58,amberwu
3,6,0,1,1,4,236,81,1,7,amberyic
1,3,0,0,0,0,3,10,4,13,ambow-dl
9,12,0,1,0,1,5,2,3,3,ambrose
11,7,0,0,0,0,4,7,6,1,amd333
10,10,0,0,0,0,13,6,5,29,ameda
12,3,0,0,0,0,17,3,9,3,amee
69,7,0,1,2,3,5,9,17,3,amelie-31
23,29,0,15,0,56,72,88,9,1,amelie5211
110,56,0,1,0,61,98,64,46,1,amemiya
0,3,0,0,1,0,7,2,0,8,amen-35
37,15,0,8,0,34,49,11,13,7,ameng
252,61,0,3,8,8,21,30,31,8,amenkaile
1,2,0,0,0,0,6,4,1,5,Ames
2,2,0,2,5,5,4,0,2,1,AmEthink
7,14,0,1,0,4,18,13,4,3,amethyst
0,4,0,0,0,2,9,7,0,13,amian
21,2,0,0,1,7,12,28,7,14,amiao
0,4,0,0,0,0,12,8,0,19,amic
0,2,0,1,2,4,2,0,1,1,amigo213
30,10,0,0,0,10,6,436,18,1,amin
14,15,0,1,1,3,26,29,9,4,amirfish
0,11,0,8,0,12,0,1,2,1,amis
155,31,0,5,0,16,76,20985,53,1,amizhang
36,24,0,15,3,146,64,8,12,11,amlty
39,16,0,2,0,4,25,26,10,1,amly
0,11,0,0,4,0,36,6,0,1,ammo
1,1,0,0,0,0,2,10,1,5,Ammon
0,1,0,0,1,0,12,4,1,3,amnesiac1
0,1,0,0,0,0,15,6,0,1,amo-24
0,9,0,3,0,11,39,11,2,205,amo722
12,6,0,0,0,0,53,10,2,30,amoii
299,34,0,6,3,30,326,45,57,29,AmoLoong
48,15,0,15,1,45,12,5,8,48,amon6971
50,6,0,1,1,0,11,42,15,10,amonad
30312,386,20,169,19,2773,498,285372,7493,47,amonjok
376,13,0,16,3,41,66,28,101,21,amonwu
1,3,0,0,0,0,83,72,2,9,amoralgia
232,32,0,3,1,35,195,173,67,3,amore721
67,11,0,3,0,4,22,74,21,6,amos
7,10,0,8,0,12,31,22,0,12,amos2011
80,43,0,5,6,19,47,174,14,4,amosk
0,0,0,5,0,15,357,22,0,54,amour
5,5,0,2,0,1,3,2,3,3,amoxin
15,12,0,2,2,2,75,73,7,3,amoydavid
15,11,0,2,9,10,218,173,12,6,amphi-wang
28,22,0,0,3,1,64,13,11,5,amsoko
0,2,0,2,1,10,12,7,0,2,amumy
272167,1146,77,47,5,861,776,593774,56867,49,amuro1230
70,3,0,0,0,2,45,22,14,53,amurtiger
76,29,0,2,3,10,171,621,27,5,amuwang
2,9,0,0,0,0,55,137,2,41,amxku
4,4,0,0,1,3,15,10,3,8,amy-48
0,1,0,0,7,0,3,0,1,3,amy-99-68
207,4,0,5,1,23,112,40,68,4,amy-zhang
1453,46,0,0,6,0,162,34,155,2,amy-zhu
0,3,0,0,0,0,7,3,1,25,Amy0795
0,2,0,0,0,0,3,2,0,6,amyakuma
0,5,0,0,2,0,35,7,1,1,amyamy
10,17,0,1,0,0,8,5,1,16,amycs
728,82,0,2,0,8,25,3532,246,2,amygu
5,4,0,1,0,0,9,29,7,13,amylam
0,2,0,1,0,0,3,0,0,19,amylee
0,6,0,1,1,1,37,25,2,51,AmyLiu09
495,79,0,15,0,12,395,439,119,189,amylv
75,15,0,1,5,5,69,113,28,4,amysmiles
1,2,0,2,0,0,4,1,0,9,amytheheroine
620,80,0,1,0,26,52,1335,227,30,amyue
1,6,0,0,6,0,152,74,0,71,amyxing
1,5,0,2,0,3,1,1,3,48,amyyuan
15,8,0,1,3,0,30,235,6,1,an-an-1
1,6,0,0,15,0,37,3,3,4,an-an-10
1549,248,0,3,0,14,77,485,360,18,an-an-41
0,2,0,0,0,0,6,5,1,0,an-biao-ren
9,8,0,3,0,15,19,20,5,3,an-bo-49
5,7,0,0,0,0,18,4,2,1,an-bu-zhi
7,6,0,1,0,0,8,0,2,15,an-chen-chen
2,5,0,2,0,4,3,2,3,16,an-chuan
0,6,0,2,3,10,117,13,0,16,an-cong
0,4,0,0,0,1,11,8,1,10,an-dao-min
3,4,0,10,0,22,33,31,0,24,an-de-8
1,1,0,0,0,0,3,2,0,2,an-de
17,5,0,1,0,1,0,3,2,8,an-di-16
56,36,0,8,0,33,373,43,13,30,an-dong-65
319,27,0,7,1,22,23,62,52,6,an-dong-7
2,6,0,0,6,0,22,2,0,1,an-dong-ni-59
1,2,0,0,0,0,2,0,1,12,an-dong-ni-72
1,4,0,0,1,0,2,1,0,6,an-dong
149,21,0,5,1,13,98,38,31,1,an-er-dong
896,30,0,3,3,13,27,10,154,5,an-fan
38,55,0,8,8,4,49,26,29,1,an-fang-48
3,8,0,3,2,8,115,7,3,125,an-fei-86
408,46,0,1,4,9,32,70,149,3,an-fen-41
7,6,0,0,0,0,12,8,8,5,an-feng
0,1,0,0,0,0,47,80,0,3,an-hui-wang-hai
0,1,0,0,0,0,2,1,0,5,an-ji-chen
6,6,0,3,0,10,33,4,2,56,an-jian-qi
6,9,0,4,1,1,28,16,3,19,an-jie-85
3,14,0,36,0,144,53,6,9,2,an-jing-26
16,31,0,7,1,14,8,22,18,42,an-jing-40
25,7,0,3,1,3,23,4,5,4,an-jing-83
6,5,0,0,0,0,12,8,4,36,an-jing-de-zou
5,5,0,1,0,1,5,6,3,23,an-jing-let-it-be
0,1,0,0,0,0,3,5,0,6,an-jun
24,4,0,0,0,0,2,3,2,2,an-kang-bao-bao
0,0,0,0,0,0,8,0,0,8,an-kang
0,0,0,0,0,0,0,0,0,0,an-kao-la
4,4,0,0,0,0,12,50,3,8,an-le-13
96,132,0,10,0,23,31,46,51,20,an-le
1,3,0,0,0,0,2,1,1,7,an-lei-20
5,5,0,3,3,13,19,10,1,3,an-lei-61
28,12,0,1,0,5,65,42,8,11,an-li-qi
0,4,0,1,0,1,8,5,0,11,an-long
5,7,0,1,0,6,93,36,2,45,an-ning
0,1,0,0,0,0,1,2,1,7,an-nuo-94
0,1,0,3,0,9,17,9,1,1,an-nuo
0,1,0,0,0,0,9,2,0,19,an-qi-25
7,23,0,4,4,4,1,2,8,14,an-qi-49
492,1,0,1,0,5,2,344,99,1,an-qi-85
1,2,0,1,0,2,4,1,1,6,an-qin
26,1,0,0,0,0,3,0,5,5,an-ran-19
6,5,0,0,0,0,8,2,2,10,an-ran-39
4553,44,0,18,8,171,132,938,2241,17,an-ran-54
18,5,0,0,0,0,10,3,4,7,an-ran-92
908,16,0,0,9,2,72,49,120,17,an-ran-chen
4,7,0,4,4,23,39,7,1,16,an-ran
6,7,0,0,0,0,2,0,3,1,an-shi-liu
125,8,0,0,2,0,47,64,29,12,an-tai-ge
117,12,0,2,2,11,5,58,29,11,an-tai-lan
1,1,0,1,1,1,35,11,0,25,an-ting
12,9,0,1,0,1,18,2,6,39,an-wei-kun
0,0,0,0,1,0,9,6,0,2,an-wei
0,2,0,1,0,1,49,7,0,3,an-xia-he
2,3,0,0,0,0,79,4,0,6,an-xiao-gang
2,4,0,0,0,0,4,9,0,0,an-xiao-ke
7,27,0,1,0,1,154,84,6,1,an-xiao-nuan
0,2,0,4,0,5,21,6,0,42,an-xiao-xia-10
0,4,0,0,0,0,3,1,0,13,an-xin-29
5295,55,45,0,5,11,206,4149,1169,16,an-xin-yi
13,3,0,1,0,6,23,179,9,10,an-xin
0,1,0,0,0,0,13,3,0,23,an-xuan
0,1,0,0,8,0,33,2,0,6,an-yan-mo
3,5,0,0,0,0,1,0,2,1,an-yang-38
1,1,0,2,0,8,5,2,0,1,an-yang
0,1,0,0,0,0,3,0,0,8,an-yi-50
1,2,0,0,1,0,108,2,0,1,an-yi-67
15,18,0,3,27,18,81,6,11,131,an-yi-lin
0,5,0,3,0,3,3,0,0,8,an-yi
27,31,0,0,2,1,76,25,19,4,an-yin-li
34,5,0,3,1,14,14,5,3,28,an-ying-46
29,37,0,0,1,0,33,18,17,5,an-yu-86
5,18,0,10,0,3,125,123,3,44,an-yu-chen
1,2,0,2,0,2,32,53,1,19,an-yuan-53
0,1,0,0,0,1,16,8,0,38,an-zhi-61
0,0,0,0,1,0,3,0,0,13,an-zhi-jian
0,0,0,0,1,0,56,11,0,35,an-zhou-guo
1,2,0,0,1,0,1,1,0,7,an-zhu-6
5,13,0,2,8,2,53,8,0,2,an-zhu
2,3,0,4,1,13,0,2,0,15,an-zi-luo
0,6,0,7,0,2,9,1,1,6,an-zi
1,1,0,0,12,1,28,3,1,11,an-zu-xiao-kun
238,123,0,1,5,5,148,97,58,58,an0083
114,133,1,6,2,32,127,176,46,3,an7-96
1,2,0,0,0,0,2,3,1,9,anakin-59
0,0,0,0,0,0,41,84,0,2,anakin
1,4,0,2,1,11,35,14,0,2,analyser
1,2,0,2,0,1,71,14,0,23,anan
9,10,0,1,1,7,12,0,7,24,ananbo
0,4,0,2,0,6,56,1,0,6,ananlow
164,35,0,4,3,15,115,21,55,10,anant
0,1,0,0,0,0,1,1,0,0,anatman
27,16,0,3,1,5,11,33,12,41,anbutu
0,1,0,0,0,0,2,2,0,18,anbyke
2,17,0,7,2,21,19,21,2,2,anchaofeng
0,0,0,1,0,1,64,20,0,28,ancheleo
13,18,0,7,5,71,56,28,7,43,anchengqun
0,8,0,4,1,7,23,10,1,3,anchor-zhangxq
769,22,0,2,3,2,161,20,141,5,anchorchen
1002,181,0,63,5,322,86,84,193,9,anchorsun
8,4,0,0,1,0,5,5,1,54,ancientbook
44,12,0,3,1,7,37,22,13,49,ancle
1,10,0,0,1,0,3,3,2,9,andachangle
13,9,0,0,1,0,65,16,5,3,andershu
31,27,0,5,0,37,39,33,10,15,AndersonWalker
0,1,0,0,1,0,169,16,0,10,anderszhou
526,184,0,2,1,2,23,51,139,3,anderwin
0,2,0,0,0,0,2,0,0,8,andgame
88,36,0,14,6,48,130,91,21,8,andi
0,0,0,2,0,10,0,6,0,16,Andimeo
253,31,0,2,4,7,87,30,58,18,andjia
0,4,0,0,0,0,8,27,0,17,andjiang
4,2,0,0,0,0,43,14,0,4,andre
0,2,0,0,0,0,119,1,0,57,andrea-23
23,2,0,4,0,12,11,9,7,1,andreazhang
39,13,0,0,4,1,84,44,17,6,Andreliu
0,1,0,0,0,0,4,5,0,5,andrew-35-45
10,6,0,0,0,0,9,5,3,1,andrew-35
0,0,0,1,0,1,0,0,0,4,andrew-44
2,7,0,0,0,0,6,27,8,2,andrew-cheung
19,20,0,0,0,0,17,44,6,13,andrew-dong
302,51,0,17,0,212,367,80,80,16,andrew-yang
24,21,0,2,0,13,10,11,7,1,andrew20
7261,46,0,0,4,22,121,289,572,31,andrewhxism
40,73,0,1,0,1,15,5,19,17,andrewltx
21188,523,171,447,2,1987,104,59393,5109,7,andrewsun
1,1,0,1,0,0,5,3,0,9,andrewwjq
31,30,0,16,0,6,77,67,12,30,andrewxia
18,7,0,1,1,1,28,9,5,8,andrewxiang
85,15,0,2,0,6,65,480,30,49,andrewyu
5,21,0,7,3,8,15,11,3,1,andriy
307,19,0,6,1,32,271,104,58,10,andriylin
6,6,0,5,1,16,13,32,4,26,AndriyS
5,4,0,0,0,0,4,7,1,8,andriytang
0,15,0,1,0,5,24,17,1,47,android
23,4,0,1,10,4,38,18,10,2,androidified
1,6,0,2,0,0,19,22,0,6,andrwei
0,4,0,2,0,6,49,14,0,2,andust
11,7,0,46,25,120,51,36,10,12,andway
0,0,0,0,0,0,0,0,0,0,andy-13-24
93,29,0,0,0,0,2,26,9,0,andy-13-26
35,2,0,3,3,5,5,14,27,2,andy-18
2,3,0,2,0,2,35,3,2,6,andy-2-79
0,2,0,0,0,0,5,4,1,6,andy-21
2,4,0,1,2,2,9,1,0,7,andy-32
1,1,0,0,0,0,7,4,0,16,andy-4-46
18,9,0,0,0,0,9,4,3,67,andy-56
0,0,0,0,0,0,0,1,0,0,andy-84
0,2,0,4,14,16,62,10,1,9,andy-98
24,7,0,4,1,10,16,18,10,29,andy-abu
12,16,0,1,1,4,29,2,4,37,andy-du
23,29,0,3,1,10,26,8,13,39,andy-jin
1,1,0,0,0,0,3,2,0,27,andy-l
1361,28,0,12,0,14,21,7536,388,1,andy-liu
40,25,0,7,8,72,44,15,13,14,andy-wu-40
5,4,0,0,0,0,11,19,2,7,andy-yang
0,1,0,1,0,2,0,1,0,9,andy-zheng
115,53,1,9,0,33,69,268,46,26,andy
4,3,0,3,1,4,53,53,1,29,andy0704
3,8,0,11,1,18,74,3,2,8,andy0908
238,129,0,11,3,47,342,120,86,13,andy12530
0,3,0,0,1,1,34,12,0,34,andy1981
8,16,0,4,5,10,141,26,4,33,andy2012
4,6,0,1,0,0,2,0,0,12,andy90
6,6,0,0,8,0,61,23,2,43,andyao
3,6,0,1,13,3,109,20,5,2,andycai
4,6,0,3,0,0,3,4,2,28,andycal
19,5,0,0,2,0,12,16,11,7,andychiang
7,16,0,4,0,15,16,16,0,23,andychu66
6,6,0,0,1,0,8,7,4,0,andyfang
22,42,0,3,0,26,26,43,14,19,andyfuson
0,5,0,1,0,6,16,2,1,21,AndyGuan
5185,409,0,0,6,2,110,1567,1200,33,andygzq
41,19,0,6,8,13,90,21,5,11,andyham
23,9,0,1,1,0,33,20,4,3,andyhuax
743,57,0,8,2,30,15,57,156,3,andyindr
3,7,0,0,1,0,72,17,4,11,andyjames
10,28,0,2,1,8,3,30,10,19,andyjiang
1,2,0,0,0,0,1,2,0,17,andylee-7
0,2,0,1,0,1,27,3,1,0,andylee-70
0,2,0,0,4,0,31,11,0,9,andyleehao
4,14,0,2,2,19,170,34,1,20,andyliu
1,1,0,0,0,0,30,7,0,0,andylove
10,28,0,19,10,51,51,6,4,5,andynan
3280,6,1,110,5,399,51,13074,874,13,andypan
0,1,0,0,1,0,3,1,1,1,andyqxp
1,4,0,3,0,1,12,7,2,7,andyray
53,11,0,8,4,29,34,42,7,10,andyw
6,3,0,3,0,2,1,0,2,2,andywangcn
0,4,0,6,3,1,34,4,2,3,andywei
3,5,0,0,0,0,2,3,0,12,andywin
2,7,0,13,3,18,156,23,0,27,andywster
0,5,0,2,4,0,25,2,1,13,andywu-64
21,38,0,1,1,1,39,30,15,1,andywu
0,4,0,1,0,3,5,7,0,3,andyxiahua
235,70,0,10,0,50,97,269,78,2,andyyu
2,10,0,4,0,12,20,9,4,22,andyyuan
9,6,0,0,3,0,54,18,10,1,Andyzhang
109,4,0,1,2,2,95,219,40,12,Andyzhou
65,27,0,3,0,6,72,22,14,5,andyzju
93,23,0,3,0,1,32,207,49,15,andy_xiao
9,17,0,4,4,21,6,2,10,19,anee
3,4,0,1,1,0,24,34,1,55,anemone1005
19,16,0,3,0,8,14,32,19,23,anerle
23,34,0,12,0,44,92,103,6,11,Anewczs
0,2,0,0,0,0,5,11,1,1,anfbeben
6,8,0,2,1,0,27,4,2,1,anfeng
5,1,0,0,0,0,8,1,0,7,anfield
6,2,0,11,0,1,26,7,2,13,ang-li
8,2,0,12,0,54,60,13,2,1,anga2041
227,60,1,25,2,105,326,464,58,6,Angda
0,2,0,1,1,0,4,1,1,5,angel-81
1,1,0,0,0,0,2,0,1,3,angel-84
20,4,0,0,0,4,80,17,4,16,angel
4567,129,14,112,24,1090,251,954,1469,2,angel0610
119,23,0,0,0,0,26,63,11,32,angela-94
37,17,0,0,2,0,26,27,13,1,angela-cheung
111,8,0,2,2,4,5,2,24,3,angela-zhang
71,12,0,0,2,2,44,498,7,5,angelafan
624,14,0,4,8,18,18,845,314,16,angelahmh
5,3,0,1,0,0,29,42,0,3,angelahuang
3,5,0,2,1,6,7,4,1,8,angelcc
18,14,0,0,6,0,14,11,7,10,angeldevil
5,5,0,1,0,4,8,3,1,1,angelfish
43,6,0,0,0,0,628,41,8,123,angelhouxxy
1,4,0,0,0,0,4,3,1,28,angelia-87
12,14,0,19,2,135,66,29,8,2,angelia2041
40,24,0,4,3,22,75,30,16,7,angelina
0,0,0,0,0,0,0,16,0,3,angeline
0,2,0,0,0,0,35,5,1,3,angelineyoo
45,17,0,0,4,0,53,24,8,12,angelix
42,24,0,12,0,32,50,71,14,32,angel_yaoyao
73,14,0,1,0,1,28,42,26,3,angie-yang
68,47,0,1,0,4,133,19,10,2,angier
2051,316,0,7,12,42,351,2735,433,20,angirlv
0,0,0,0,0,0,0,0,0,9,anglem
6,3,0,1,0,0,23,6,0,23,angry
42,41,0,2,7,2,61,28,18,2,angrybaby
843,38,0,7,3,170,244,218,131,7,AngryPowman
21,10,0,0,6,0,10,6,9,1,angus-88
18,21,0,3,1,8,206,39,11,2,angus
24,29,0,3,3,5,98,38,8,26,angy
2,5,0,1,0,1,4,7,1,1,angzhy
156,42,0,14,0,71,19,75,19,1,anho
35,9,0,1,1,4,1,5,6,0,anhua
36,20,0,5,5,7,97,109,14,9,anhulife
18,17,0,0,1,0,59,34,6,1,anian
0,2,0,1,0,1,20,2,0,4,anika
26,10,0,3,2,66,17,15,7,12,anima
5,1,0,0,0,1,35,8,1,3,animeyc
1,4,0,1,0,3,164,8,1,4,aninggo
0,2,0,0,0,0,7,2,0,9,aningvi
13,3,0,0,0,0,2,4,1,5,anise
5,18,0,6,0,15,74,113,2,1,anita
195,5,0,1,1,105,11,42,103,1,anitarolland
49,26,0,2,1,7,36,56,24,11,anitavivi
26,9,0,2,0,3,40,23,15,2,aniu
185,46,0,38,2,267,53,125,75,3,aniu1989
23,13,0,1,2,4,21,13,7,5,aniuki
0,2,0,2,0,14,220,18,0,10,anjgao
2,5,0,0,0,0,2,4,2,2,anjie4402211
8,32,0,2,2,2,38,28,4,36,anjor
0,1,0,0,0,0,0,2,0,16,anjoy-34
38,21,0,1,1,6,2,5,12,77,anjoydon-hung
0,1,0,1,2,1,10,20,0,4,anka
1213,220,0,0,7,0,68,313,435,4,ankang
0,0,0,0,0,0,0,0,0,3,anken
46,19,0,1,0,1,66,75,8,10,ankewei
9,10,0,1,1,4,10,10,4,1,ankh
1079,11,0,0,1,6,33,229,237,6,ankialeo
0,0,0,0,1,0,24,5,0,2,anlan
66,5,0,0,0,0,13,27,25,79,anlinsa
325,94,0,3,0,0,23,219,100,34,anloren
20,45,0,9,1,17,107,44,11,6,Anly
0,5,0,0,0,0,7,5,1,4,anmian
27,39,0,1,11,2,146,30,20,6,ann-20-25
0,1,0,0,0,0,9,0,0,13,ann-64
1,2,0,0,1,0,0,0,0,3,ann-7
5,6,0,2,0,0,24,16,2,4,ann-jia
5,3,0,0,0,0,9,7,2,14,anna-85
80,1,0,0,0,1,3,80,11,3,anna-kozlowska
1,7,0,1,0,9,8,16,1,6,anna
86,4,0,1,0,9,22,59,17,16,anna.ma
3,3,0,1,0,5,6,10,2,6,annaday
6852,115,4,71,0,458,155,6979,1255,18,annaG
79,33,0,2,5,5,50,29,52,18,Annandale
0,1,0,1,0,1,2,5,0,35,annazhang
1107,28,0,6,0,6,77,565,322,4,annblue25
9,1,0,0,0,0,14,27,7,10,Annbo
1,2,0,0,1,1,39,38,0,1,anne-75
1,5,0,2,0,1,3,8,1,0,anne
4732,183,0,3,3,69,81,25038,2073,2,annedy
5,2,0,1,0,5,3,3,4,2,annie-hall
0,8,0,1,5,1,89,118,2,4,annie
3,7,0,0,0,0,8,2,2,11,annie0704
4,6,0,1,1,1,25,4,0,23,annie2012
6,5,0,1,0,6,36,15,4,25,annie8023
1,1,0,5,0,3,5,0,1,32,anniecheng
2,1,0,1,0,6,41,5,0,12,anniette
77,40,0,12,4,22,158,92,12,7,annika
5,8,0,0,0,0,29,0,1,8,annis
35,3,0,6,0,5,12,1,24,156,annra
9,4,0,2,9,9,84,10,3,9,Annry
44,15,0,1,0,0,43,21,10,32,annshire
0,0,0,0,4,0,0,0,0,9,annwei
0,3,0,2,0,0,50,124,0,2,annwong
887,16,0,2,5,10,68,150,369,4,anolyc
11,11,0,0,0,0,9,11,4,1,anonymity
57,5,0,0,0,0,9,31,0,7,anonymous-89
0,2,0,1,0,1,2,0,3,5,anoo
0,2,0,6,6,14,6,0,1,5,another
542,72,0,5,3,20,194,731,215,11,anothercloz
14,16,0,11,1,9,131,52,4,1,anotherken
6,2,0,0,0,0,2,35,1,8,anqi
350,102,0,16,3,39,46,98,60,13,anqila
1,1,0,0,0,0,6,9,0,10,anqiyang
743,121,0,4,8,13,31,84,139,1,anseen
10,15,0,20,45,114,581,71,6,13,anslugal
1,2,0,0,0,0,1,2,0,0,anson-53
16,6,0,2,0,2,6,42,2,6,anson-chan
2,4,0,2,0,7,6,1,0,9,anson-chen
16,30,0,4,0,10,40,165,12,29,anson
142,10,0,7,0,5,125,188,44,8,ansonling
12,19,0,0,0,0,78,98,9,21,answer
7,2,0,1,4,6,3,4,1,8,answeraka
8,10,0,6,9,23,143,49,3,15,AnswerUE
38,13,0,0,0,0,4,11,6,1,answer_115
9893,113,8,33,0,325,204,2258,2076,18,antant
3993,54,0,8,1,24,143,553,538,37,antares
199,79,0,0,0,1,18,54,62,2,antayra
1,11,0,7,2,24,66,27,3,98,anthony-33
346,34,0,37,8,200,127,61,101,33,anthony-79
6,6,0,3,4,10,61,9,2,21,anthony-ding
0,0,0,0,0,0,1,0,0,0,anthony-han
1,2,0,0,2,0,77,7,1,6,anthony0908
160,74,0,5,2,9,8,57,74,1,anthonyma
36,4,0,3,4,16,8,5,4,34,anti-54
16,6,0,2,1,4,41,24,4,27,anti-waver
63,11,0,1,10,0,52,67,23,9,anti
97,51,0,4,0,8,44,33,23,47,Antia
1,1,0,0,0,0,18,5,0,12,antidote
77,76,0,1,4,3,49,31,26,5,antify
13,6,0,1,3,3,108,3,0,13,antigravity
2,10,0,1,1,0,25,29,5,1,antingyu
1,3,0,0,0,0,7,0,0,7,antique521
309,52,0,0,12,8,92,105,60,28,antispam
0,1,0,2,0,0,6,4,0,9,antjudeli
0,0,0,0,1,1,8,52,0,1,antoine
2,4,0,0,0,0,37,2,1,2,anton
9,1,0,0,1,0,2,1,3,7,antonia-37
1635,54,0,4,16,19,130,995,542,10,antonia
10,10,0,0,0,0,2,17,8,4,antonio-wang
0,0,0,2,0,5,14,15,0,10,antonio
30,7,0,1,3,0,165,22,1,27,antonioc
1,4,0,2,0,6,2,1,2,2,Antony
0,1,0,0,0,0,8,9,0,0,anuket
5,3,0,0,5,0,24,4,6,10,anuolele
53,19,0,1,3,0,43,24,27,5,anven
5845,18,0,4,1,48,111,2016,1320,11,anvirdo
98,14,0,0,6,29,36,39,14,6,anvy-hao
0,4,0,1,0,0,24,10,1,38,anvypuppy
549,136,0,19,1,34,28,637,156,3,anxiaoyu
1,1,0,0,0,0,3,2,1,2,anxme
66,3,0,0,1,0,24,8,10,2,anya-28
3,5,0,3,0,7,4982,726,3,83,anyan
3,9,0,2,0,1,46,43,3,42,anyang
0,3,0,0,1,0,52,15,0,18,anybodywyt
1862,41,0,1,3,11,0,991,655,6,anyeyushu
37,7,0,2,0,1,27,17,5,2,anyker
14,15,0,7,0,30,128,67,6,12,anylzer
0,0,0,0,0,0,15,2,0,2,anyo
0,1,0,0,2,0,37,27,0,29,anyone
93,14,0,4,5,7,7,14,36,14,anysgp
28,30,0,7,1,24,23,9,3,7,anywin
0,0,0,0,0,0,1,5,0,0,anzai
40,14,0,70,8,210,181,100,10,51,anzai3
4,10,0,1,0,1,21,5,1,10,anzhaojiqimao
0,0,0,0,0,6,27,8052,0,27,anzhi-27
0,4,0,0,0,0,1,1,0,5,anzhi
62,24,0,0,2,0,0,90,38,13,anzhiyuan
3,4,0,0,1,0,5,5,0,0,anzhongqi
6,20,0,5,4,8,70,29,5,13,anzhuo
48,7,0,0,0,1,20,24,12,3,anzi94anzi
3,13,0,3,0,11,54,15,2,32,anzu
0,0,0,0,0,0,1,0,0,11,ao-ao-tu-tu
0,5,0,5,1,5,2,1,0,7,ao-chuo
12,15,0,0,0,0,8,7,7,14,ao-di
0,2,0,0,0,0,21,7,0,70,ao-feng-feng
5,1,0,0,1,0,17,12,1,10,ao-hong
0,1,0,0,0,0,18,2,0,3,ao-jian
0,3,0,0,0,0,2,2,2,0,ao-jiao-hu
0,1,0,0,0,0,2,6,0,7,ao-kang-da
13,3,0,2,2,3,13,3,15,37,ao-li-ao-ooo
1,1,0,0,0,0,40,2,1,14,ao-li
0,1,0,0,0,0,6,1,1,5,ao-peng
0,0,0,12,0,127,27,6,0,20,ao-qi-si-ta
0,0,0,1,0,1,3,2,0,3,ao-si-qia
0,1,0,0,0,0,17,6,1,0,ao-te-man
0,0,0,0,0,0,45,5,0,252,ao-tu-kou-tian
0,0,0,0,0,0,0,0,0,0,ao-wu
0,0,0,0,0,0,0,0,0,0,ao-xiao-xiao
6,18,0,0,15,0,122,4,3,7,ao-yong-gang
0,0,0,0,0,0,0,1,0,0,ao-zhou-nong-chang-zhu
50,5,0,2,0,7,44,308,13,21,aoao
15,10,0,5,1,15,34,7,4,11,aOasis
0,0,0,1,0,3,22,20,0,107,aobei
332,29,0,4,0,10,25,1462,81,11,aobensen
47,4,0,0,0,0,19,28,8,7,aochant
203,4,0,0,0,0,74,75,54,22,aoivy
294,51,1,3,1,14,50,119,123,9,aoke
24,12,0,5,0,22,361,158,14,5,aooyoo
0,2,0,0,14,2,56,10,0,7,aoqiu
7,2,0,0,0,0,3,2,4,0,aoubo
4,4,0,0,8,0,238,4,2,22,aowei
181,38,0,3,1,12,67,20,36,2,aoxer
1,2,0,0,0,0,1,7,0,0,aoxuewind
40,4,0,0,0,0,33,78,5,0,Apache
3839,464,0,1,3,16,17,2852,1142,1,apei
0,4,0,0,0,0,2,5,2,11,apexcn
5,6,0,0,0,0,4,2,4,41,apexy
3,17,0,2,0,5,41,15,8,11,aphone
